id,title,company,location,post_date,work_type,applicant_count,description,data_analyst,bi_analyst,data_engineer,data_scientist,etl_developer,business_information,analyst,python,r,scala,mysql,postgresql,sql,mongodb,redis,sqlite,sql server,bigquery,nosql,talend,dataiku,pentaho,snowflake,hive,spark,kafka,kinesis,aws,gcp,azure,kubernetes,docker,hadoop,excel,powerpoint,word,pdf,csv,sheet,matplotlib,seaborn,plotly,bokeh,d3js,redash,tableau,powerbi,data_visualization,data_mining,communication,deployment,data_scraping,programming,english,etl,git,lat,lng
3179795598,Associate Data Analyst,Pintu,Indonesia,1 month ago,Hybrid,36,"at pintu, we are building the #1 crypto investment platform to focus on new investors in indonesia and southeast asia. we know that 99% of new investors are underserved because existing solutions cater to the 1% who are pros and early adopters hence we built an app that helps them to learn, invest and sell cryptocurrencies with one click away.

we’re looking for an associate data analyst to join our data team, to effectively plan and collaborate with the team on data-driven initiatives to solve complex operational and integrity problems. this role is the subject matter expert for pintu’s data analytics.

what you’ll be doing

you will be handling pintu’s data analytics effort. using your technical knowledge and passion for data, you will team up with our data team to help visualize raw data into engaging and understandable information for important business decisions makingin this role, you will:
effectively plan and collaborate with the team on data-driven initiatives to solve complex operational and integrity problems
apply quantitative expertise to extract impactful insights that influence the strategy
establish short and long-term goals that will advance the organization’s impact through data and analytics
communicate data-driven results and recommendations clearly to a technical and non-technical audience
partner with data science, legal, business, product, engineering, and operations teams to manage multiple complex projects and solve problems at scale

why you should join us
exposure to the blockchain-based industry where you are given the freedom to implement your data-pipeline related initiatives
opportunity to team up with the top engineering team in a supportive environment for your career growth and personal well-being
opportunity to work from anywhere

who we are looking for
a well-versed data enthusiast who enjoys playing with data using python, r, sql, and metabase
a well-versed data enthusiast that has the skills to solve problems with effective communication and a sense of drive.

let’s realise a cryptocurrency bank for everyone!

we are building the #1 cryptocurrency bank for everyone to accelerate the transition to an open financial system have impacted many lives but there’s still plenty to do and we can’t do it alone. you can learn more about us

what is pintu?pintu is a blockchain-based digital investment app that focuses on new investors. we have created a user-friendly app that helps new investors to learn, buy and invest cryptocurrency one click away.

our agility and firm hold on our core purpose and values have allowed us to remain resilient and thrive through tumultuous times. learn more about pintu here.",1,0,0,0,0,0,1,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,-7.8289943,111.510852
3149272387,Data Analyst,LUXEHOUZE,Jakarta,1 month ago,,179,"about the role

we are looking for a data analyst for building complex reports through the segmentation and analysis of large datasets in a complex data environment. you will work in a cross-functional capacity supporting all internal departments, including, but not limited to marketing, product, tech & operations.

job description
perform analysis using a statistical approach, interpret data, and provide ongoing reports
handle data discovery, exploration, and insights generation for a business and product improvements
acquire data from primary or secondary data sources
identify, analyze, and interpret trends or patterns in complex data sets
filter and do data cleansing by reviewing computer reports and performance indicators to locate and correct code problems
work and collaborate with management to prioritize business and information needs
locate and define new process improvement opportunities
requirements
candidates must possess at least a bachelor's degree in system information, computer science, mathematics, statistics, or related fields
have at least 2-3 years of professional working experience in data analyst (working experience in a tech company will be preferred)
experience on implementing google analytics, amplitude, hubspot, sql or such tools. analyze data points and assist in detailed reporting to stakeholders
microsoft excel / google sheet savvy for modeling, forecasting, and data visualization
outstanding critical, analytical, and logical thinking skills
ability to exercise independent judgment when dealing with competing priorities.
ability to work in a team and have excellent presentation skill",1,0,0,0,0,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,-6.1753942,106.827183
3165398969,Data Analyst,Tunaiku,Jakarta,1 month ago,On-site,34,"main responsibilities
perform data visualizations to uncover valuable insights, be able to measure and track business performance.
employing best practices to analyze large amounts of data while maintaining intense attention to detail.
conduct research (e.g: a/b testing) and make recommendations that impact strategic business directions.
work closely with other divisions to solve business problems and generate meaningful business reports for them.
requirement
preferably bachelor's degree in mathematics, computer science, statistics, engineering, and related major
good communication and presentation skills (data storytelling)
experienced in fraud project
passion for learning new things
problem-solving aptitude
proficient in programming languages such as python, r, sql, and data studio.
keen eyes for detail
bonus point if
experience in using google bigquery and looker",1,0,0,0,0,0,1,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,-6.1753942,106.827183
3190460397,Data Analyst,Thinkmatch,Jakarta,4 days ago,On-site,55,"urgently needed bachelor's or master's degree in statistics or applied mathematics or equivalent experience 2+ years of relevant work experience experience using sql, and either python or r. experience in statistical modelling and machine learning techniques experience with trends/forecasting analysis, cohort analysis, descriptive statistics (incl. eda), and presenting/delivering them in business (non-technical) perspective. knowledge of machine learning techniques such as decision trees, clustering, regression, etc. good presentation and communication skills, with the ability to explain complex analytical concepts to people from other fields problem solver and able to work under minimum supervision thrives in a constantly evolving environment and introduces fresh opinions has the curiosity to dig deep into data to get to the root of, and seek business problems placement in jakarta and/or client sites",1,0,0,0,0,0,1,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,-6.1753942,106.827183
3134440074,Data Analyst,Paper.id,Jakarta,1 month ago,On-site,200,"minimum qualifications and experience : bachelor’s degree in computer science, engineering, statistics, mathematics, information management or equivalent strong analytical and planning skills have basic knowledge of sql, and preferably experience business intelligence tools (excel, r, python, etc) and data visualization tools (tableau, etc) technical expertise regarding etl data job description: investigate anomalies in our data and operations identify, analyze, and interpret trends or patterns in complex data sets filter and “clean” data by reviewing computer reports and performance indicators to locate and correct code problems doing data selection & preparation and data analysis using different data mining method such as clustering, classification, regression, association rules, etc interpret data, analyze results using statistical techniques and provide ongoing reports importing, cleaning, transforming, validating or modeling data with the purpose of understanding or making conclusions from the data for decision making purpose",1,0,0,0,0,0,1,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,0.6815935500000001,101.62616498385191
3164066743,Data Analyst,PT. Investa Hipa Teknologi (HiPajak),Jakarta,2 weeks ago,On-site,200,"data analyst associate

job description

publishing daily, weekly and monthly reports to display the progress of projects and general performance
collaborate with different teams to provide better understanding of their performance and insights for future initiatives
generate new ideas on how to improve processes for our team, or our stakeholders
design and present data deliverables
understand data source; design data warehouse and extraction, transformation, and loading (etl) pipelines
tailor contextual analytics for different uses and projects

requirements

bachelor's degree or above in computer science, business analytics, mathematics, statistics, or related disciplines
good understanding of sql
proficient in excel skills and knowledge, such as pivot tables, vlookup, etc.
hands-on experience with moengage and google analytics 4 will be an advantage
demonstrate strong analytical and logical thinking skills
good communication, multitasking skills, and demonstrating an eye for details
self-learner with a strong sense of ownership
fresh graduates are welcomed to apply",1,0,0,0,0,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,-6.1753942,106.827183
3136660461,Data Analyst,Aruna,Jakarta,1 month ago,,67,"job description: develop a deep understanding of ecosystems growth and user behavior with data to find opportunities that can influence product development and strategy, with details : build data reports / dashboards to monitor developed products. plan iteration based on monitored data. develop ad-hoc queries to support operational process. increase co-workers data literacy by training on new reports/dashboards, being a strategic partners, and providing technical expertise on data storage structures and data cleansing. manage and design the reporting and analysis environment, including data sources, data warehouse, interface, and contents.

job requirements: bachelor's degree in engineering, mathematics, statistics, operation research, or other related disciplines have at least 2 years of experience in data related fields. proficients in sql, spreadsheets, and statistical software package. excellent in statistics/math. familiar with etl (extract, transform, load) process. familiar with bigquery, redash or data studio. good understanding of product life cycle and development cycle. great data manipulation skills. able to communicate and ask questions effectively. detail oriented, analytical and curios. ability to work independently and with others. problem solving and critical thinking",1,0,0,0,0,0,1,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,-6.225286199999999,106.66539446952996
3170065397,Data Analyst,Celerates (PT Mitra Talenta Group),Jakarta,1 month ago,On-site,15,"data analyst requirement as below
bachelor's degree in computer science or related field
experience 1-3 years
proficiency in sql, statistic data analyst
good problem-solving skills
excellent verbal communication skills",1,0,0,0,0,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,-6.1753942,106.827183
3107457998,Data Analyst,Migo,Jakarta,1 week ago,On-site,200,"migo levels the digital playing field for 3 billion under-innovated consumers – bringing the best bits of the internet to the corner store, across the emerging world.

after bringing reading into the digital era, kindle tech inventor barrett comiskey built migo’s disruptive unique ecosystem solution to provide affordable access to digital products and services. backed by temasek, youtube’s co-founding cto, blue chip vcs, and key industry insiders, migo delivers data up to 100 times cheaper than existing networks, and that cost advantage is growing.

migo launched in indonesia in 2020. migo’s initial product is sachet passes providing customers access to entertainment and education at convenient neighborhood clouds (aka migo download stations/mds). migo today has more than 1,000 locations covering over 20 million indonesians.

in september 2021, mnc vision networks (mvn), a subsidiary of leading media conglomerate mnc group, invested $40 million for a minority stake in migo indonesia, accelerating migo indonesia’s rollout to reach 100 million indonesians across java by end of 2022.

prior to the investment, migo indonesia became the core distributor of vision+ (mvn’s ott) content, by launching vision+ on migo to deliver a tailored experience to offline consumers.

in addition to its cornerstone partnership with vision+, migo indonesia also carries entertainment content from a range of top local and international producers, and education content from the best indonesian edtech players, as well from the ministry of education, culture, research and technology.

job summary

migo is looking for data analyst who’s eager to tackle various problems, generate for business insights to join the team! you will be working with other passionate data analysts in providing direction for the team to generate business insights that are impactful and useful for all functions across the organization by ensuring integrity, accuracy, and delivery of data dashboards.

responsibilities
build dashboards, self-service tools, and reports to analyze and present data associated with business operations and marketing performance to support key business stakeholders to make data-driven decisions in the organization.
consulting and problem-solving mindset: ability to work with ambiguity and uncertainty, digest business problems, propose and implement analytical solutions to derive value and outcomes.
support and manage data requests from business stakeholders – can understand business change needs and assess the impact of those changes.
closely partner with data team to prioritized and develop an upstream data model and pipelines design, drive aggregate definitions and develop own solutions as needed.
maintaining data systems and databases.

qualifications
1-3 years of industry experience in data analytics area & degree in quantitative fields preferred
experience in working with multiple business stakeholders and acting as key data partner in teams with at least one of the following industries: media (svod, ott are preferred), e-commerce, payment, fmcg/retail, etc.
skillful in collecting, organizing, analyzing disseminate a significant amount of information with attention to detail and accuracy.
at least 2 years of experience in sql programming as a basic tool to handle data.
experience in data visual analysis using any data visualization software (tableau, power bi, clickview, data studio), preferable tableau.
good command of excel (vlookup, pivot tables, conditional formatting, importing csv files, creating charts)
possess strong ownership, willing to take initiative, and resourceful in terms of solving problems.
good data analysis, management, and visualization skills. able to identify trends, solutions and inform decisions.
a real passion for innovation and a willingness to constantly challenge the status quo

why join us?

simple: we bring joy and transformation not only to emerging markets but to you, too.

being an imagineer means breaking boundaries by imagining, designing, building, and developing innovation to transform lives. here in migo, we aren’t just employees. we are leaders, caring, relentless, innovators, always improving, and we carry this in every action as we work together as one team towards one goal.

we change the world. our passion for solving problems fuels us to continue challenging social norms and rebalancing accessibility for everyone. we dream big yet execute simply.

we don’t fear failure. rather, we take those as an opportunity to improve. we move as one borderless team and build ideas together. your inputs are valued because all of us are innovators: we believe that our endless curiosity while learning from each other builds the next best thing.

we unlock your full potential by being surrounded by a vast diversity of cultures and perspectives. you will be mentored by experts and fellow leaders through knowledge sharing and through fast and straightforward feedback. you will be empowered to grow as an individual and a professional to a whole new level – because as much as you got us, we got you too.

we are imagineers and together let’s transform the world and you.

follow us on:

hp: www.migo.io

fb (product news):https://www.facebook.com/migoindo/

fb (careers): https://www.facebook.com/migocareers/

ig:https://www.instagram.com/migoindonesia/

linkedin:https://www.linkedin.com/company/migo",1,0,0,0,0,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,-6.1753942,106.827183
3159285603,Data Analyst,PT Code Development Indonesia,Jakarta,3 weeks ago,,64,"requirements : have working experience as data analyst, business intelligence, or other related fields in analytical roles will be an advantage. enjoy working with data and numbers. strong structured problem-solving skills and business acumen. highly proficient in data manipulation tools (microsoft excel, google spreadsheet, pandas python). proficient with sql (especially bigquery and postgresql dialect). passionate about the e-commerce and startup industry. comfortable in translating business problems into actionable steps. experience in insurance/financial/digital business is a plus

responsibilities : collect, manipulate, analyze, and interpret data into actionable insights. collaborate with data engineers, data science, and other stakeholders to support impactful business decisions. provide stakeholders with data to support data-driven decision-making processes. regularly re-map as well as review query & insight dashboard, take initiative to address issues & challenges, and follow up to ensure resolution. ensure the availability of high quality data and insights across the company.",1,0,0,0,0,0,1,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-6.1753942,106.827183
